Régimen y estado;Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Viviendas: Total;Total Nacional;12 Galicia;;2008M08;1.968
Viviendas: Total;Total Nacional;12 Galicia;;2008M07;2.008
Viviendas: Total;Total Nacional;12 Galicia;;2008M06;2.022
Viviendas: Total;Total Nacional;12 Galicia;;2008M05;2.499
Viviendas: Total;Total Nacional;12 Galicia;;2008M04;2.490
Viviendas: Total;Total Nacional;12 Galicia;;2008M03;2.126
Viviendas: Total;Total Nacional;12 Galicia;;2008M02;2.432
Viviendas: Total;Total Nacional;12 Galicia;;2008M01;2.674
Viviendas: Total;Total Nacional;12 Galicia;;2007M12;2.109
Viviendas: Total;Total Nacional;12 Galicia;;2007M11;2.209
Viviendas: Total;Total Nacional;12 Galicia;;2007M10;2.414
Viviendas: Total;Total Nacional;12 Galicia;;2007M09;2.309
Viviendas: Total;Total Nacional;12 Galicia;;2007M08;2.118
Viviendas: Total;Total Nacional;12 Galicia;;2007M07;1.975
Viviendas: Total;Total Nacional;12 Galicia;;2007M06;2.224
Viviendas: Total;Total Nacional;12 Galicia;;2007M05;2.503
Viviendas: Total;Total Nacional;12 Galicia;;2007M04;2.355
Viviendas: Total;Total Nacional;12 Galicia;;2007M03;2.727
Viviendas: Total;Total Nacional;12 Galicia;;2007M02;2.557
Viviendas: Total;Total Nacional;12 Galicia;;2007M01;3.330
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2024M03;5.944
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2024M02;6.323
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2024M01;6.106
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M12;4.103
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M11;5.064
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M10;5.867
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M09;5.310
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M08;5.518
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M07;5.431
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M06;6.782
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M05;6.478
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M04;5.613
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M03;6.670
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M02;6.299
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2023M01;6.907
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M12;5.242
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M11;6.817
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M10;6.453
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M09;6.971
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M08;7.155
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M07;6.514
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M06;7.385
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M05;8.150
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M04;6.362
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M03;7.753
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M02;7.567
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2022M01;7.145
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M12;6.224
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M11;6.180
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M10;6.337
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M09;7.254
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M08;7.386
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M07;7.229
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M06;7.863
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M05;6.529
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M04;6.443
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M03;7.483
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M02;6.656
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2021M01;5.352
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M12;4.694
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M11;5.321
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M10;5.183
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M09;5.707
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M08;4.129
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M07;4.069
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M06;4.013
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M05;3.843
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M04;3.718
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M03;4.710
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M02;6.938
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2020M01;6.213
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M12;4.648
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M11;5.182
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M10;6.634
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M09;5.833
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M08;4.932
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M07;6.599
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M06;6.255
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M05;6.251
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M04;5.731
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M03;6.258
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M02;6.792
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2019M01;6.680
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M12;4.845
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M11;6.370
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M10;6.363
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M09;6.877
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M08;6.312
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M07;6.984
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M06;6.794
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M05;6.623
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M04;6.677
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M03;5.917
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M02;6.225
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2018M01;6.616
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M12;4.779
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M11;5.740
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M10;6.279
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M09;6.207
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M08;5.772
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M07;6.150
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M06;7.183
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M05;6.230
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M04;5.117
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M03;5.885
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M02;5.353
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2017M01;5.717
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M12;4.285
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M11;4.685
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M10;4.133
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M09;5.518
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M08;4.840
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M07;4.838
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M06;5.503
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M05;4.921
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M04;5.243
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M03;4.945
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M02;5.290
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2016M01;4.858
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M12;3.920
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M11;3.706
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M10;3.674
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M09;4.272
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M08;4.339
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M07;4.603
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M06;4.574
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M05;3.956
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M04;4.134
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M03;4.116
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M02;5.114
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2015M01;5.477
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M12;3.475
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M11;3.106
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M10;3.621
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M09;3.581
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M08;3.188
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M07;4.000
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M06;3.849
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M05;3.401
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M04;3.358
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M03;3.998
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M02;3.765
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2014M01;5.146
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M12;4.788
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M11;2.551
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M10;2.637
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M09;2.532
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M08;2.627
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M07;3.288
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M06;2.906
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M05;3.633
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M04;2.991
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M03;3.259
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M02;5.424
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2013M01;4.742
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M12;3.007
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M11;3.274
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M10;2.943
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M09;3.649
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M08;3.336
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M07;3.418
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M06;3.426
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M05;3.159
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M04;2.660
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M03;3.369
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M02;4.272
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2012M01;4.515
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M12;3.425
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M11;3.065
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M10;2.868
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M09;3.478
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M08;3.380
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M07;3.700
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M06;4.314
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M05;4.357
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M04;3.004
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M03;4.733
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M02;7.108
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2011M01;5.772
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M12;4.667
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M11;3.826
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M10;3.393
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M09;5.620
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M08;5.696
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M07;5.929
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M06;4.931
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M05;5.192
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M04;4.460
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M03;5.207
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M02;6.888
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2010M01;4.869
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M12;4.666
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M11;4.797
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M10;4.346
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M09;5.136
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M08;3.732
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M07;5.009
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M06;4.170
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M05;4.071
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M04;3.440
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M03;3.965
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M02;4.325
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2009M01;4.067
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M12;3.621
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M11;3.648
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M10;4.033
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M09;4.886
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M08;4.337
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M07;5.150
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M06;5.687
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M05;4.958
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M04;5.802
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M03;5.583
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M02;5.724
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2008M01;5.865
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M12;4.577
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M11;6.058
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M10;6.347
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M09;7.528
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M08;6.590
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M07;7.309
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M06;7.504
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M05;7.678
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M04;6.973
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M03;8.174
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M02;8.214
Viviendas: Total;Total Nacional;13 Madrid, Comunidad de;;2007M01;7.978
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2024M03;1.558
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2024M02;2.334
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2024M01;2.066
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M12;1.228
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M11;1.550
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M10;1.828
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M09;1.760
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M08;1.810
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M07;1.819
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M06;2.027
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M05;1.855
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M04;1.520
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M03;2.011
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M02;1.953
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2023M01;2.105
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M12;1.495
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M11;1.813
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M10;1.784
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M09;2.210
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M08;2.030
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M07;1.816
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M06;2.045
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M05;2.032
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M04;1.502
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M03;2.099
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M02;1.981
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2022M01;1.887
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M12;1.505
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M11;1.891
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M10;1.670
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M09;1.928
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M08;1.672
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M07;1.658
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M06;1.651
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M05;1.764
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M04;1.488
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M03;1.600
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M02;1.641
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2021M01;1.317
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2020M12;1.182
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2020M11;1.346
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2020M10;1.396
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2020M09;1.579
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2020M08;1.105
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2020M07;1.257
Viviendas: Total;Total Nacional;14 Murcia, Región de;;2020M06;1.123
